-163,-180,989,90,-110,-45,PushLeft
-451,-696,1025,-206,36,181,PushLeft
-643,-1929,1211,-189,-224,1719,PushLeft
1217,-392,939,469,-142,3937,PushLeft
618,342,821,40,167,2579,PushLeft
305,178,725,-568,-142,1855,PushLeft
83,87,936,-552,-436,1493,PushLeft
116,-90,1094,-881,-256,1402,PushLeft
44,-224,1064,-469,-93,1267,PushLeft
29,297,1025,749,52,-135,PushLeft
53,265,1026,271,-208,-905,PushRight
78,150,1032,304,-256,-1402,PushRight
159,79,1064,419,-338,-1764,PushRight
299,72,1088,469,-403,-2081,PushRight
419,108,1124,551,-534,-2081,PushRight
513,97,1064,485,-583,-1991,PushRight
516,150,1014,337,-534,-1764,PushRight
458,208,1011,287,-550,-1674,PushRight
464,171,1032,287,-566,-1538,PushRight
311,-99,1031,139,-387,-1086,PushRight
-157,-176,989,90,-142,0,PushLeft
-145,-243,1017,24,-142,45,PushLeft
-270,-651,1029,-90,-126,181,PushLeft
-166,-722,1022,-288,-159,1448,PushLeft
36,-437,1097,-140,-224,2172,PushLeft
177,-318,1061,57,-175,2398,PushLeft
246,-281,980,73,-322,2624,PushLeft
237,-111,1047,-420,-387,2805,PushLeft
480,-389,1103,-1343,-746,3122,PushLeft
524,-276,1002,-1376,-534,3258,PushLeft
-9,304,1038,106,-175,-181,PushRight
152,310,1050,254,-224,-905,PushRight
464,343,1091,518,-371,-1855,PushRight
863,126,1073,386,-468,-2896,PushRight
1001,-282,1113,633,-485,-3167,PushRight
701,-110,1110,765,-517,-2896,PushRight
626,-90,1154,139,-322,-2262,PushRight
270,-620,1076,205,-77,-1312,PushRight
-94,-332,953,90,101,-543,PushRight
-150,-189,969,123,-175,-226,PushRight
-76,-95,1022,90,-77,45,Still
-76,-80,1025,106,-44,135,Still
-81,-90,1022,90,-77,45,Still
-76,-84,1026,90,-77,90,Still
-76,-90,1017,90,-61,90,Still
-76,-92,1023,106,-61,90,Still
-70,-99,1017,73,-77,135,Still
-69,-92,1022,90,-77,45,Still
-75,-83,1031,106,-61,90,Still
-75,-83,1025,90,-61,45,Still
-82,-87,1016,73,-77,135,Still
-73,-84,1022,106,-77,90,Still
-67,-83,1032,90,-77,45,Still
-67,-90,1026,90,-77,90,Still
-67,-83,1023,90,-61,90,Still
-69,-86,1026,90,-44,90,Still
-72,-90,1025,90,-44,135,Still
-69,-89,1020,90,-61,181,Still
-75,-81,1016,73,-61,135,Still
-72,-86,1025,73,-77,90,Still
-66,-95,1020,73,-77,135,Still
-67,-81,1017,90,-61,45,Still
-73,-83,1025,73,-77,90,Still
-67,-90,1028,73,-77,45,Still
-64,-105,1014,106,-61,90,Still
-72,-84,1025,106,-61,90,Still
-73,-78,1020,90,-44,90,Still
-76,-75,1028,73,-61,135,Still
-61,-87,1023,73,-77,90,Still
-66,-92,1017,57,-77,135,Still
-70,-96,1017,73,-77,135,Still
-69,-80,1028,73,-93,135,Still
-66,-78,1023,73,-61,45,Still
-61,-80,1022,73,-77,90,Still
-66,-81,1023,90,-61,90,Still
-60,-78,1028,90,-61,90,Still
-67,-86,1022,73,-61,90,Still
-67,-90,1022,73,-93,45,Still
-69,-84,1026,90,-61,90,Still
-67,-84,1022,90,-61,135,Still
-66,-78,1029,90,-77,135,Still
-67,-90,1017,90,-61,45,Still
-66,-78,1025,90,-61,90,Still
-70,-81,1023,90,-61,45,Still
-52,-84,1026,90,-77,45,Still
-57,-83,1028,106,-44,45,Still
-100,-62,1020,90,-61,90,Still
-60,-93,1010,57,-93,45,Still
-78,-57,1028,90,-110,90,Still
-63,-56,1041,90,-61,90,Still
-66,-69,1011,90,-44,90,Still
-70,-77,1022,73,-61,45,Still
-69,-65,1028,73,-77,181,Still
-64,-77,1020,73,-77,135,Still
-55,-72,1017,90,-77,90,Still
-52,-81,1029,73,-93,90,Still
-55,-81,1029,90,-77,135,Still
-55,-68,1029,73,-93,135,Still
-57,-66,1025,90,-61,45,Still
-63,-71,1022,90,-77,90,Still
-57,-68,1031,106,-77,90,Still
-51,-66,1029,90,-77,45,Still
-52,-71,1023,90,-61,135,Still
-49,-83,1022,73,-77,90,Still
-55,-68,1029,90,-61,90,Still
-52,-75,1025,73,-61,90,Still
-48,-71,1020,90,-77,45,Still
-52,-63,1028,73,-77,45,Still
-45,-62,1026,73,-77,45,Still
-45,-69,1031,90,-77,45,Still
-54,-69,1017,90,-77,90,Still
-46,-75,1025,73,-77,45,Still
-51,-77,1025,90,-61,181,Still
-45,-74,1023,90,-77,45,Still
-45,-75,1029,90,-77,90,Still
-40,-72,1029,90,-61,90,Still
-46,-75,1022,73,-77,90,Still
-45,-75,1031,73,-77,135,Still
-43,-75,1025,90,-77,45,Still
-49,-65,1025,73,-61,135,Still
-43,-71,1028,73,-77,90,Still
-45,-74,1023,73,-77,90,Still
-43,-66,1028,106,-44,135,Still
-49,-75,1025,90,-77,90,Still
-46,-68,1026,90,-61,45,Still
-48,-62,1023,90,-44,90,Still
-42,-74,1032,73,-61,90,Still
-51,-72,1020,73,-61,90,Still
-46,-78,1023,90,-77,90,Still
-45,-74,1031,90,-77,90,Still
-49,-68,1022,90,-44,90,Still
-54,-71,1017,73,-77,90,Still
-51,-69,1028,106,-44,90,Still
-49,-65,1025,90,-44,135,Still
-49,-65,1028,73,-61,90,Still
-48,-66,1026,73,-77,0,Still
-54,-71,1023,73,-77,45,Still
-52,-66,1028,73,-61,90,Still
-51,-59,1026,73,-77,90,Still
-49,-75,1025,90,-61,90,Still
-60,-65,1028,106,-61,90,Still
-52,-72,1031,90,-44,135,Still
-49,-65,1022,90,-44,135,Still
-51,-65,1025,73,-77,90,Still
-51,-86,1028,57,-93,0,Still
-55,-72,1022,73,-93,0,Still
-49,-59,1022,73,-77,0,Still
-42,-66,1023,90,-77,90,Still
-51,-65,1016,73,-93,90,Still
-33,-75,1046,90,-93,90,Still
-34,-65,1031,73,-61,135,Still
-42,-68,1022,73,-77,45,Still
-33,-78,1028,40,-77,135,Still
-48,-71,1022,73,-61,90,Still
-48,-68,1017,57,-93,0,Still
-43,-54,1034,90,-28,90,Still
-57,-63,1007,73,-61,90,Still
-49,-80,1011,57,-61,135,Still
-60,-78,1023,40,-61,90,Still
-64,-63,1025,73,-44,135,Still
-75,-74,1028,73,-61,90,Still
-78,-81,1011,90,-77,135,Still
-69,-77,1026,90,-61,45,Still
-72,-72,1023,106,-44,135,Still
-76,-56,1013,106,-77,45,Still
-85,-66,1028,90,-44,90,Still
-79,-68,1025,73,-61,45,Still
-73,-59,1026,57,-93,90,Still
-76,-74,1032,57,-93,45,Still
-79,-69,1023,73,-61,90,Still
-84,-71,1017,90,-61,90,Still
-87,-65,1025,73,-61,90,Still
-79,-74,1017,90,-77,90,Still
-79,-72,1023,57,-61,135,Still
-81,-65,1020,57,-93,90,Still
-81,-77,1023,90,-61,90,Still
-81,-63,1020,73,-77,90,Still
-79,-71,1028,73,-77,90,Still
-84,-62,1025,57,-93,90,Still
-78,-66,1022,90,-61,45,Still
-79,-69,1026,73,-77,90,Still
-84,-62,1025,90,-61,90,Still
-81,-62,1020,90,-61,90,Still
